Id da Instalação;Nome;Id Agente Principal;Agente Principal;Data Prevista;Data Entrada,x,y
CESEIC;SUB ICARAI                                         CE       ;ICC;Central Geradora Eólica Icaraí I SA                            ;28/02/2014;29/03/2014,-39.601742006999984,-3.0959340039999574
CESRL ;SUB SANTA ROSALIA                                  CE       ;NVM;Nova Ventos do Morro do Chapeú Energias Renováveis SA          ;31/10/2016;28/09/2016,-41.182350001999964,-3.8692500069999483
CETAA ;SUB TAUA II                                        CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;12/12/2007;28/12/2007,-40.27583330099998,-6.002111106999962
CETBA ;SUB TAIBA                                          CE       ;ETG;Central Geradora Eólica Taíba Águia SA                         ;30/06/2014;19/06/2014,-38.88880200699998,-3.5462600070000008
CETIA ;SUB TIANGUA II                                     CE       ;899;ARGO TRANSMISSÃO DE ENERGIA S.A.                               ;27/06/2019;18/09/2019,-41.01228599999996,-3.7730860039999925
CETRA ;SUB TRAIRI                                         CE       ;ATI;Central Eólica Trairí SA                                       ;30/11/2013;22/11/2013,-39.29624400299997,-3.242560006999952
DFBRN ;SUB BRASILIA  NORTE                                DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;;02/06/2000,-47.935039005999954,-15.750522002999958
DFSTBG;SUB BRASILIA  GERAL                                DF       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-47.95215900199997,-15.812438004
DFSTBL;SUB BRASILIA LESTE                                 DF       ;BAR;VALE DO SAO BARTOLOMEU TRANSMISSORA DE ENERGIA S.A.            ;30/09/2017;18/02/2018,-47.708739004999984,-15.807434901999954
DFSTBS;SUB BRASILIA  SUL                                  DF       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-48.06847500099997,-15.862817004999954
DFSTSB;SUB SAMAMBAIA                                      DF       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-48.17183500499999,-15.923319004999996
ESLNR ;SUB LINHARES                                       ES       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;01/07/2018;17/07/2018,-40.105536005999966,-19.401941002
ESSECI;SUB CACHOEIRO DO ITAPEMIRIM                        ES       ;ESC;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;02/06/2000,-41.09000000399999,-20.847500004999972
ESSEMA;SUB MASCARENHAS                                    ES       ;ECY;INTERLIGAÇÃO ELÉTRICA EVRECY S.A.                              ;;14/11/2006,-40.91407180599998,-19.509963005999964
ESSJND;SUB JOAO NEIVA 2                                   ES       ;IEI;INTERLIGAÇÃO ELÉTRICA ITAÚNAS S.A.                             ;30/12/2020;03/03/2023,-40.381111003,-19.76527800499997
ESSRNS;SUB RIO NOVO DO SUL                                ES       ;CP9;ETC - EMPRESA TRANSMISSORA CAPIXABA S.A.                       ;30/11/2019;25/08/2019,-40.907756000999996,-20.88599700499998
ESSSMD;SUB SAO MATEUS 2                                   ES       ;DPT;HORIZON TRANSMISSÃO ES S.A.                                    ;09/08/2020;23/12/2018,-39.888056002999974,-18.752778001999957
ESSTAE;SUB VIANA                                          ES       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;18/12/2005;19/12/2005,-40.42888900599996,-20.36333300199999
ESSTAI;SUB ANCHIETA                                       ES       ;;;09/09/9999;,-40.650641001999986,-20.717940002999967
ESSTVD;SUB VIANA 2                                        ES       ;MG1;MGE TRANSMISSÃO S.A.                                           ;31/07/2014;10/08/2014,-40.50726900199999,-20.381250999999963
ESSTVE;SUB VERONA                                         ES       ;ESS;EMPRESA DE TRANSMISSÃO DO ESPÍRITO SANTO S.A. – ETES           ;29/06/2010;06/07/2010,-40.43444400299995,-18.740278005999983
ESSTVT;SUB VITORIA                                        ES       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-40.29452300099996,-20.194191001999968
GOALD ;SUB AGUAS LINDAS                                   GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;08/02/1998,-48.27527780099996,-15.767777800999966
GOANH ;SUB ANHANGUERA                                     GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;02/06/2000,-49.23669800199997,-16.78940000399996
GOBCO ;SUB BARRA DOS COQUEIROS                            GO       ;CQT;COQUEIROS TRANSMISSORA DE ENERGIA S.A.                         ;16/01/2010;20/12/2009,-51,-18.716667004999977
GOCJA ;SUB CARAJAS CELG                                   GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;07/01/2009;25/01/2009,-49.348889000999975,-16.717373006999992
GOCL2 ;SUB RIO CLARO 2                                    GO       ;TRC;MEZ 3 ENERGIA S.A.                                             ;30/12/2021;11/04/2024,-51.69153330499995,-17.64448890099999
GOEDA ;SUB EDEIA                                          GO       ;TE1;TRANSENERGIA RENOVÁVEL S.A.                                    ;29/02/2012;12/02/2012,-49.922500007,-17.326111003999983
GOFIR ;SUB FIRMINOPOLIS                                   GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;11/10/1997,-50.32888890099997,-16.59250000199995
GOGOL ;SUB GOIANIA LESTE                                  GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;02/06/2000,-49.23499860599998,-16.683611102999976
GOID  ;SUB RIO VERDE NORTE                                GO       ;ITB;Itumbiara Transmissora de Energia S/A.                         ;30/11/2006;30/11/2006,-50.863808006,-17.723131002000002
GOIGU ;SUB ITAGUACU                                       GO       ;CQT;COQUEIROS TRANSMISSORA DE ENERGIA S.A.                         ;16/01/2010;20/12/2009,-50.693332999999996,-19.00722200499996
GOITP ;SUB ITAPACI                                        GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;02/06/2000,-49.52416670299999,-14.942222200999993
GOJAT ;SUB JATAI                                          GO       ;TE1;TRANSENERGIA RENOVÁVEL S.A.                                    ;01/12/2012;14/12/2012,-52.048610999999994,-17.799166999999954
GOLUZI;SUB LUZIANIA                                       GO       ;SMT;Serra da Mesa Transmissora de Energia S/A.                     ;29/02/2008;18/02/2008,-47.83333300099997,-16.338611006999997
GOPAL ;SUB PALMEIRAS                                      GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;20/03/1996,-49.94305600199999,-16.786111004999952
GOPLA ;SUB PLANALTO                                       GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;02/06/2000,-49.23055560099999,-17.81277780299996
GOPRB ;SUB PARANAIBA                                      GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;02/06/2000,-49.21166670299999,-18.371111102999976
GOPRS ;SUB PIRINEUS CELG                                  GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;30/09/2006;18/10/2006,-48.86621670399995,-16.38655830199997
GOQUI ;SUB QUIRINOPOLIS                                   GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;02/06/2000,-50.420601003,-18.440300003000004
GOQUI2;SUB QUIRINOPOLIS 2                                 GO       ;TE1;TRANSENERGIA RENOVÁVEL S.A.                                    ;02/05/2011;17/04/2011,-50.578611000999956,-18.485278002999962
GORCL ;SUB RIO CLARO                                      GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;30/05/1995,-51.691389001999994,-17.63166700399995
GORVE ;SUB RIO VERDE (CELG)                               GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;02/06/2000,-50.883154004999994,-17.76123120699998
GOSILN;SUB SILVANIA                                       GO       ;SVN;SILVANIA TRANSMISSORA DE ENERGIA S.A.                          ;31/03/2025;17/12/2023,-48.23305560599999,-16.593888902000003
GOSME2;SUB SERRA DA MESA 2                                GO       ;ITT;INTEGRAÇAO TRANSMISSORA DE ENERGIA S.A                         ;27/04/2008;18/02/2008,-48.04777800299996,-13.764444000999958
GOSTBD;SUB BANDEIRANTES                                   GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-49.233715004999965,-16.79333500599995
GOSTBT;SUB BARRO ALTO                                     GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-48.92496400299996,-15.12027100499995
GOSTNQ;SUB NIQUELANDIA                                    GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-48.48993400499995,-14.472769008
GOSTPP;SUB PIRINEUS                                       GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;10/10/2006;29/11/2006,-48.866217001999985,-16.38628100699998
GOSTRV;SUB RIO VERDE (FURNAS)                             GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-50.883154004999994,-17.76094900099997
GOSTSM;SUB SERRA DA MESA                                  GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;31/12/1990,-48.30051200099996,-13.826187007999977
GOTQR1;SUB TERMICA QUIRINOPOLIS                           GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;30/11/2006,-50.26400799999999,-18.434013001999972
GOTRI ;SUB TRINDADE                                       GO       ;GO1;GOIAS TRANSMISSÃO S.A.                                         ;30/11/2013;05/11/2013,-49.57761100699997,-16.619519002999994
GOXAV ;SUB XAVANTES                                       GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;02/06/2000,-49.259166703000005,-16.580555602999993
MAAC  ;SUB ACAILANDIA                                     MA       ;ATE;EMPRESA AMAZONENSE DE TRANSMISSÃO DE ENERGIA S.A.              ;28/02/2003;20/02/2003,-47.401388905999966,-4.915888905999964
MAAL  ;SUB ALUMAR                                         MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-44.334259003,-2.704936004999979
MABAC ;SUB BACABEIRA                                      MA       ;899;ARGO TRANSMISSÃO DE ENERGIA S.A.                               ;27/06/2019;07/09/2019,-44.30368300499998,-3.0216360019999797
MABAL ;SUB BALSAS                                         MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;30/11/2011;04/12/2011,-46.01926000399999,-7.512490004999961
MACD  ;SUB CHAPADINHA II                                  MA       ;MA2;HORIZON TRANSMISSÃO MA II S.A.                                 ;20/01/2020;04/01/2020,-43.40616700099997,-3.796367004999979
MACH  ;SUB COELHO NETO                                    MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-42.988526999999976,-4.3026110010000025
MACXD ;SUB CAXIAS II                                      MA       ;ARR;ARTEON Z2 ENERGIA S.A.                                         ;22/01/2021;13/06/2021,-43.410047002,-4.884469002999992
MAEN  ;SUB ENCRUZO NOVO                                   MA       ;ENN;ENCRUZO NOVO TRANSMISSORA DE ENERGIA S.A.                      ;30/08/2012;02/07/2012,-45.86438099999998,-2.197727001999965
MAGN  ;SUB GERANORTE                                      MA       ;GNO;Gera Maranhão Geradora de Energia do Maranhão SA               ;31/01/2010;09/01/2010,-44.55580100399999,-3.56590900599997
MAIZ  ;SUB IMPERATRIZ                                     MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-47.47191700299999,-5.42315300599995
MALD  ;SUB SAO LUIS II                                    MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-44.316944003,-2.7172220049999964
MALI  ;SUB SAO LUIS I                                     MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-44.28888890099995,-2.600944400000003
MALQ  ;SUB SAO LUIS IV                                    MA       ;MA1;HORIZON TRANSMISSÃO MA I S.A.                                  ;24/12/2021;25/02/2021,-44.314167,-2.675556599999993
MALT  ;SUB SAO LUIS III                                   MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;31/05/2010;30/05/2010,-44.14770810299996,-2.5815438999999856
MAMR  ;SUB MIRANDA II                                     MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-44.53547800299998,-3.566218606999996
MAPD  ;SUB PRESIDENTE DUTRA                               MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-44.498611100000005,-5.309388905999981
MAPF  ;SUB PORTO FRANCO                                   MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-47.376983001999974,-6.347742005999976
MAPLN ;SUB ELEVADORA PAULINO NEVES                        MA       ;320;OMEGA Energia e Implantação 1 SA                               ;31/05/2017;07/07/2017,-42.596389002999956,-2.7272220029999517
MAPR  ;SUB PERITORO                                       MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-44.31305560499999,-4.54472220699995
MASEPN;SUB PARNAIBA                                       MA       ;PGE;Parnaíba I Geração de Energia S.A.                             ;28/02/2013;17/01/2013,-44.35318600399995,-4.819914005999976
MASO  ;SUB SANTO ANTONIO DOS LOPES                        MA       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;01/01/2013;17/12/2012,-44.35036100399998,-4.819994002999977
MGACES;SUB APERAM                                         MG       ;ACS;APERAM INOX AMÉRICA DO SUL S.A.                                ;;02/06/2000,-42.63583330099999,-19.536666706999995
